text,class
"That appeal, which was registered under number C-20/15 P, was joined to the appeal registered under number C-21/15 P, which the Commission had brought against the judgment of 7 November 2014, Banco Santander and Santusa v Commission (T-399/11, EU:T:2014:938).",0
"WDFG, supported by the Federal Republic of Germany, Ireland and the Kingdom of Spain, contended that the appeal should be dismissed.",0
"By judgment of 21 December 2016, Commission v World Duty Free Group and Others (C-20/15 P and C-21/15 P, EU:C:2016:981; ‘the judgment in WDFG’), the Court of Justice set aside the judgments of 7 November 2014, Autogrill España v Commission (T-219/10, EU:T:2014:939), and of 7 November 2014, Banco Santander and Santusa v Commission (T-399/11, EU:T:2014:938), referred the cases back to the General Court, reserved the costs in part and ordered the Federal Republic of Germany, Ireland and the Kingdom of Spain to bear their own costs.",0
ECLI:EU:C:2021:793 3 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 15 By decision of the President of the Ninth Chamber, Extended Composition, of the General Court of 8 December 2017, after the parties had been heard, Case T-219/10 RENV, World Duty Free Group v Commission, and Case T-399/11 RENV, Banco Santander and Santusa v Commission, were joined for the purposes of the oral part of the procedure, in accordance with Article 68 of the Rules of Procedure of the General Court.",0
"By the judgment under appeal, the General Court dismissed the action brought by WDFG.",0
"In rejecting WDFG’s three pleas in law, alleging, first, that the measure at issue was not selective (paragraphs 32 to 228 of the judgment under appeal), secondly, that there had been an error in determining the beneficiary of the measure at issue (paragraphs 229 to 250 of the judgment under appeal) and, thirdly, that the principle of the protection of legitimate expectations had been infringed (paragraphs 251 to 327 of the judgment under appeal), the General Court held that the action had to be dismissed in its entirety, and that there was no need to rule on its admissibility, which had however been challenged by the Commission (paragraphs 30 and 329 of the judgment under appeal).",0
"As regards, more specifically, the first plea in law, the General Court pointed out, in the first place, that, as is apparent from the judgment in WDFG, a tax measure which grants an advantage upon satisfaction of the condition that an economic transaction is performed, may be selective including where, having regard to the characteristics of the transaction concerned, any undertaking may freely choose whether to perform that transaction (paragraphs 77 to 89 of the judgment under appeal).",0
"In the second place, the General Court examined the measure at issue in the light of the three stages of the method of analysing the selectivity of a national tax measure, set out in paragraphs 63 and 64 of the judgment under appeal, that is to say: first of all, the identification of the common or ‘normal’ tax regime applicable in the Member State concerned, next, the assessment of whether the tax measure at issue derogates from that common regime, in so far as it differentiates between operators which are, in the light of the objective pursued by the common regime, in a comparable factual and legal situation and, lastly, the assessment of whether such a derogation is justified by the nature and general scheme of that regime.",0
"As regards the first stage, the General Court stated that the reference framework defined in the decision at issue, namely the ‘tax treatment of goodwill’ (paragraph 92 of the judgment under appeal), was the relevant reference system in the present case, in particular since undertakings which acquire shareholdings in non-resident companies are, in the light of the objective pursued by the tax treatment of goodwill, in a comparable legal and factual situation to that of undertakings which acquire shareholdings in resident companies.",0
"According to the General Court, the objective of that regime is to ensure a certain parallelism between the accounting treatment and tax treatment of the goodwill resulting for an undertaking from the acquisition of shareholdings in a company (paragraphs 116 to 122 of the judgment under appeal).",0
"The General Court thus rejected the idea that the measure at issue constitutes an autonomous reference system (paragraphs 126 to 140 of the judgment under appeal), with the result that it rejected the complaint alleging the existence of obstacles to cross-border combinations (paragraphs 121, 138 and 141 of the judgment under appeal).",0
"As regards the second stage, the General Court held that the Commission was fully entitled to find, in the decision at issue, that the measure at issue had introduced a derogation from the normal regime.",0
It thus rejected the complaint that the Commission had failed to fulfil its 4 ECLI:EU:C:2021:793 JUDGMENT OF 6.,0
1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION obligation to demonstrate that the acquisition of shareholdings in resident companies and those in non-resident companies were comparable in the light of the objective of fiscal neutrality pursued by the measure at issue (paragraphs 142 to 164 of the judgment under appeal).,0
"As regards the third stage, the General Court pointed out that none of the arguments specifically advanced in the present case justified the derogation introduced by the measure at issue and thus the difference in treatment found (paragraphs 165 to 227 of the judgment under appeal).",0
"Forms of order sought and procedure before the Court of Justice 23 By its appeal, WDFG (Case C-51/19 P) claims that the Court should: – set aside the judgment under appeal; – uphold its action for annulment and annul the decision at issue definitively; and – order the Commission to pay the costs.",0
"By its appeal, the Kingdom of Spain (Case C-64/19 P) claims that the Court should: – set aside the judgment under appeal; – annul Article 1(1) of the decision at issue in so far as it classifies the measure at issue as State aid; and – order the Commission to pay the costs.",0
The Federal Republic of Germany claims that the Court should allow the appeals.,0
"The Commission contends that the Court should: – dismiss the appeals, and – order the appellants to pay the costs.",0
"By decisions of 22 March 2019 and 2 June 2020, Cases C-51/19 P and C-64/19 P were joined, respectively, for the purposes of the written procedure and for the purposes of the oral procedure and the judgment.",0
"The appeals 28 In support of their respective appeals, WDFG and the Kingdom of Spain rely on a single ground of appeal, alleging an infringement of Article 107(1) TFEU as regards the condition relating to selectivity.",0
"They complain, in essence, that the General Court made a number of errors of law in applying the three-stage method of analysing the selectivity of tax measures, as enshrined in the settled case-law of the Court of Justice.",0
ECLI:EU:C:2021:793 5 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 29 The Federal Republic of Germany concurs, in essence, with the appellants’ position, challenging the framework for analysing the selectivity of the measure at issue used in the present case.",0
"It submits, inter alia, that the General Court erred in law in holding that the fact that the measure at issue is a general measure available to any undertaking which fulfils its substantive conditions is no longer a relevant factor in the assessment of selectivity.",0
"As a preliminary point, it should be noted that, according to the Court’s settled case-law, classification of a national measure as ‘State aid’, within the meaning of Article 107(1) TFEU, requires all the following conditions to be fulfilled.",0
"First, there must be an intervention by the State or through State resources.",0
"Secondly, the intervention must be liable to affect trade between the Member States.",0
"Thirdly, it must confer a selective advantage on the recipient.",0
"Fourthly, it must distort or threaten to distort competition (judgment in WDFG, paragraph 53 and the case-law cited, and judgment of 16 March 2021, Commission v Poland, C-562/19 P, EU:C:2021:201, paragraph 27).",0
"It is well established that national measures that confer a tax advantage which, although not involving a transfer of State resources, place the recipients in a more favourable financial position than other taxpayers are capable of procuring a selective advantage for the recipients and, consequently, of constituting State aid, within the meaning of Article 107(1) TFEU (see, to that effect, judgment in WDFG, paragraph 56, and judgment of 19 December 2018, A-Brauerei, C-374/17, EU:C:2018:1024, paragraph 21).",0
"So far as concerns the condition relating to the selectivity of the advantage – inherent in the concept of a ‘State aid’ measure within the meaning of Article 107(1) TFEU, and which alone is the subject of the arguments put forward in the present appeals – it follows from the settled case-law of the Court that that condition requires a determination as to whether, under a particular legal regime, the national measure at issue is such as to favour ‘certain undertakings or the production of certain goods’ over other undertakings which, in the light of the objective pursued by that regime, are in a comparable factual and legal situation and which accordingly suffer different treatment that can, in essence, be classified as discriminatory (judgment of 16 March 2021, Commission v Poland, C-562/19 P, EU:C:2021:201, paragraph 28 and the case-law cited).",0
"The examination of whether such a measure is selective is thus, in essence, coextensive with the examination of whether it applies to a set of economic operators in a non-discriminatory manner (judgment of 21 December 2016, Commission v Hansestadt Lübeck, C-524/14 P, EU:C:2016:971, paragraph 53).",0
"Where the measure at issue is conceived as an aid scheme and not as individual aid, it is for the Commission to establish that that measure, although it confers an advantage of general application, confers the benefit of that advantage exclusively on certain undertakings or certain sectors of activity (judgment in WDFG, paragraph 55 and the case-law cited).",0
"In order to classify a national tax measure as ‘selective’, the Commission must begin by identifying the reference system, that is the ‘normal’ tax system applicable in the Member State concerned, and thereafter demonstrate that the tax measure at issue is a derogation from that reference system, in so far as it differentiates between operators who, in the light of the objective pursued by that system, are in a comparable factual and legal situation (see, to that effect, judgment of 19 December 2018, A-Brauerei, C-374/17, EU:C:2018:1024, paragraph 36 and the case-law cited).",0
ECLI:EU:C:2021:793 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 36 The concept of ‘State aid’ does not, however, cover measures that differentiate between undertakings which, in the light of the objective pursued by the legal regime concerned, are in a comparable factual and legal situation, and are, therefore, a priori selective, where the Member State concerned is able to demonstrate that that differentiation is justified, in the sense that it flows from the nature or general structure of the system of which those measures form part (judgment of 19 December 2018, A-Brauerei, C-374/17, EU:C:2018:1024, paragraph 44 and the case-law cited).",0
The different parts of the single ground of appeal relied on respectively by the appellants must be examined in the light of those considerations.,0
"The single ground of appeal raised by WDFG is divided into six parts, which essentially concern: (i) the definition of the reference system; (ii) the determination of that system’s objective in the light of which the comparison must be carried out at the second stage of the analysis of selectivity; (iii) the allocation of the burden of proof; (iv) compliance with the principle of proportionality; (v) the existence of a causal link between the impossibility of merging abroad and the acquisition of shareholdings abroad; and (vi) the examination of the severability of the measure at issue according to the percentage of control.",0
The single ground of appeal raised by the Kingdom of Spain for its part comprises four parts.,0
Those parts concern: (i) the determination of the reference framework; (ii) the finding that the tax treatment of financial goodwill cannot constitute a general measure or an autonomous reference framework; (iii) the definition of the objective of that reference framework and the comparison of the situations required by the judgment in WDFG; and (iv) the allocation of the burden of proof in the present case as regards the constituent elements of that reference framework.,0
"Since the complaints formulated in the first to fourth parts of WDFG’s single ground of appeal and those advanced in support of the four parts of the Kingdom of Spain’s single ground of appeal coincide or overlap to a great extent, it is appropriate that they be examined together.",0
"A. The first part of WDFG’s single ground of appeal and the first and second parts of the Kingdom of Spain’s single ground of appeal, alleging errors in determining the reference system Arguments of the parties 41 WDFG submits that the General Court made several errors in determining the reference system.",0
"First of all, WDFG argues that the General Court used a reference system different from that defined by the decision at issue, since the General Court described the reference system of that decision as being the ‘tax treatment of goodwill’ and did not limit that framework to the ‘tax treatment of financial goodwill only’ (paragraphs 92 and 140 of the judgment under appeal).",0
"In WDFG’s view, those two ‘expressions’ relate to substantively different approaches.",0
"WDFG submits that by substituting its own reasoning for that of the decision at issue and by having filled, by its own reasoning, a gap in the statement of reasons for the decision at issue, the General Court committed an error of law such as to require the judgment under appeal to be set aside.",0
ECLI:EU:C:2021:793 7 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 43 Next, WDFG submits that it was unjustified for the General Court, at the end of the analysis in paragraphs 126 to 140 of the judgment under appeal, to exclude the idea that the measure at issue could constitute an autonomous reference system.",0
"In that regard, not only did the General Court substitute its own reasoning for that of the decision at issue, inasmuch as that decision relied solely on the absence of obstacles to cross-border mergers, but the General Court also carried out a legally incorrect examination.",0
"Indeed, the General Court’s reasoning, inter alia, makes the definition of the reference framework dependent on the regulatory technique used.",0
"Lastly, and in any event, WDFG submits that the reference framework adopted by the General Court in the judgment under appeal was defined arbitrarily and results from a confusion between an exception and a general rule.",0
"In particular, there is no explanation as to why the General Court held that the objective pursued was none other than to ‘ensure a degree of consistency between the tax treatment of goodwill and its accounting treatment’ (paragraph 121 of the judgment under appeal).",0
Nor did the General Court explain why it stated that the absence of a rule precluding the amortisation of financial goodwill where a national shareholding is acquired is nothing less than the ‘general rule’ of the broad reference system which it has defined (paragraph 135 of the judgment under appeal).,0
"Referring in particular to the approach adopted in the case giving rise to the judgment of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission (C-203/16 P, EU:C:2018:505), in which the Court of Justice held that the measure at issue in that case could not be regarded as constituting an exception to a general rule, WDFG submits that the reference framework was defined reductively in the present case, with the result that the judgment under appeal should be set aside.",0
The Kingdom of Spain also submits that the General Court made errors of law in determining the reference system.,0
"In the first place, the Kingdom of Spain states that the determination of the reference system, which in its view constitutes the starting point of any analysis of selectivity, is a question of law subject to review by the Court of Justice.",0
"Referring more specifically to paragraphs 92 and 140 of the judgment under appeal, the Kingdom of Spain submits that the General Court relied on a different reference framework to that used in the decision at issue, covering a broader framework than that used by the Commission.",0
"In the second place, the Kingdom of Spain submits that the judgment under appeal is also vitiated by an error of law, in that the General Court found that the tax treatment of financial goodwill cannot constitute a general measure or an autonomous reference framework.",0
"From that point of view, that Member State expressly refers to paragraphs 95, 103, 104, 106, 122, 125 and 138 to 141 of the judgment under appeal, in which, in its view, the General Court rejected the argument based on the existence of obstacles to cross-border combinations by relying on grounds which, in addition to being unconvincing, are in no way apparent from the decision at issue.",0
"In that regard, the Kingdom of Spain submits that the determination of the reference framework used by the General Court is incorrect on four grounds.",0
"First, the judgment under appeal is based solely on the regulatory technique, which, as is clear from the case-law, is not an appropriate method for determining whether a measure is selective.",0
"The General Court was, therefore, wrong to hold that it is the need to ensure the proper coherence between the tax rule and the accounting rule which defines the objective of the measure (paragraphs 116, 118 and 121 of the judgment under appeal).",0
ECLI:EU:C:2021:793 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 50 Secondly, the General Court also erred in holding, on the basis of an erroneous analysis of the objective of the measure at issue developed in paragraphs 116 to 122 of the judgment under appeal, that the purpose of the tax legislation on financial goodwill at issue was to solve a ‘specific problem’.",0
"Contrary to the General Court’s conclusion, the tax legislation at issue in the present case is not intended to solve a specific problem, but to give full effect to the principle of fiscal neutrality, by ensuring that investment decisions are based on economic considerations, not tax criteria.",0
"In that regard, the General Court ought to have ascertained whether, in the decision at issue, the Commission had in a justified and coherent manner rejected the reference framework proposed by the Spanish authorities and the interested parties, having regard in particular both to the factual and legal obstacles to cross-border mergers.",0
"In the course of that examination, it ought also to have assessed whether, notwithstanding the guidance expressly set out by the Court of Justice in paragraph 123 of the judgment in WDFG and in its settled case-law, the Commission had acted contrary to the criteria set out in Article 107 TFEU by failing to compare the factual and legal situations in the light of the objective of the measure at issue.",0
"Thirdly, the Kingdom of Spain states that the measure at issue – which was intended to comply with the principle of fiscal neutrality, was open to all sectors and could be applied without there being any minimum investment obligation – bears no relation to the measure giving rise to the judgment of 2 July 1974, Italy v Commission (173/73, EU:C:1974:71), in which the condition of specificity underlying the selectivity criterion was specifically determined by several factors.",0
"Fourthly, the Kingdom of Spain submits that the result of the General Court’s approach would be to depart from the Court of Justice’s conclusions with regard to certain tax measures that were also intended to solve specific problems, but which were not regarded as constituting State aid.",0
The Commission disputes the appellants’ arguments.,0
"It contends, principally, that the arguments advanced are, for the most part, inadmissible, since the action before the General Court did not include any complaint that there were errors affecting the determination of the reference system.",0
"Consequently, to allow the appellants to raise new arguments at the appeal stage would be to authorise them to bring before the Court of Justice a case of wider ambit than that which came before the General Court.",0
"In the alternative, the Commission contends that the appellants’ arguments are unfounded.",0
"Contrary to their submissions, first, the General Court referred to the same reference system as that identified in the decision at issue, secondly, the measure at issue cannot be regarded as an autonomous reference system and, thirdly, the judgment under appeal is reasoned to the requisite legal standard.",0
"Findings of the Court (a) Admissibility 54 As regards the admissibility of the arguments and evidence submitted in support of the parts of the single grounds of appeal under consideration – that admissibility being contested by the Commission on the ground that the arguments advanced in support of the appellants’ claims concerning the determination of the reference framework are new arguments – it should be borne in mind that, under Article 170(1) of the Rules of Procedure of the Court of Justice, the subject matter of the proceedings before the General Court may not be changed in the appeal.",1
ECLI:EU:C:2021:793 9 JUDGMENT OF 6.,0
"1 – JOINED CASES C-51/19 P AND C-64/19 P WORLD DUTY FREE GROUP AND SPAIN V COMMISSION 55 Thus, according to settled case-law, the jurisdiction of the Court of Justice in an appeal is limited to review of the findings of law on the pleas and arguments debated before the General Court.",1
"A party cannot, therefore, put forward for the first time before the Court of Justice a plea in law which it has not raised before the General Court since that would allow that party to bring before the Court of Justice, whose jurisdiction in appeal proceedings is limited, a wider case than that heard by the General Court (judgment of 29 July 2019, Bayerische Motoren Werke and Freistaat Sachsen v Commission, C-654/17 P, EU:C:2019:634, paragraph 69 and the case-law cited).",1
"That said, an appellant is entitled to lodge an appeal relying, before the Court of Justice, on grounds and arguments which arise from the judgment under appeal itself and seek to criticise, in law, its correctness (judgments of 29 November 2007, Stadtwerke Schwäbisch Hall and Others v Commission, C-176/06 P, not published, EU:C:2007:730, paragraph 17, and of 4 March 2021, Commission v Fútbol Club Barcelona, C-362/19 P, EU:C:2021:169, paragraph 47).",1
"In the present case, it is apparent from paragraphs 92 to 141 of the judgment under appeal that the General Court examined whether the Commission had correctly identified the reference tax regime in the context of the first stage of the analysis of selectivity.",1
"In those circumstances, the appellants are entitled to challenge, on appeal, the grounds of the judgment under appeal relating to that first stage, notwithstanding the fact that they did not put forward at first instance arguments specifically aimed at challenging the decision at issue on that point.",1
"Furthermore, as the Advocate General observed in point 35 of his Opinion, it is clear that the appellants’ arguments include a detailed and specific criticism of the grounds of the judgment under appeal and seek, to a large extent, to challenge the observance by the General Court of the limits and the detailed rules governing the exercise of its review, and could not, in any event, have been raised before it.",1
"In the light of those considerations, the first part of WDFG’s single ground of appeal and the first and second parts of the Kingdom of Spain’s single ground of appeal are admissible.",1
"(b) Substance 60 The determination of the reference framework is of particular importance in the case of tax measures, since the existence of an economic advantage for the purposes of Article 107(1) TFEU may be established only when compared with ‘normal’ taxation.",1
"Thus, determination of the set of undertakings which are in a comparable factual and legal situation depends on the prior definition of the legal regime in the light of whose objective it is necessary, where applicable, to examine whether the factual and legal situation of the undertakings favoured by the measure in question is comparable with that of those which are not (judgments of 21 December 2016, Commission v Hansestadt Lübeck, C-524/14 P, EU:C:2016:971, paragraphs 55 and 60, and of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission, C-203/16 P, EU:C:2018:505, paragraphs 88 and 89).",1
"For the purposes of assessing the selective nature of a tax measure of general application, it is, therefore, necessary that the common tax regime or the reference system applicable in the Member State concerned be correctly identified in the Commission decision and examined by the court hearing a dispute concerning that identification.",1
"Since the determination of the reference system constitutes the starting point for the comparative examination to be carried out in the context of the assessment of the selectivity of an aid scheme, an error made in that determination necessarily vitiates the whole of the analysis of the condition relating to selectivity (see, to that effect, judgments of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission, C-203/16 P, EU:C:2018:505, paragraph 107, and of 16 March 2021, Commission v Poland, C-562/19 P, EU:C:2021:201, paragraph 46).",1
"In that context, it must be stated, as a preliminary point, that the determination of the reference framework, which must be carried out following an exchange of arguments with the Member State concerned, must follow from an objective examination of the content, the structure and the specific effects of the applicable rules under the national law of that State.",1
"In that regard, the selectivity of a tax measure cannot be assessed on the basis of a reference framework consisting of some provisions of the national law of the Member State concerned that have been artificially taken from a broader legislative framework (judgment of 28 June 2018, Andres (insolvency Heitkamp BauHolding) v Commission, C-203/16 P, EU:C:2018:505, paragraph 103).",1
"Consequently, as the Advocate General observed, in essence, in point 49 of his Opinion, where the tax measure in question is inseparable from the general tax system of the Member State concerned, reference must be made to that system.",1
"On the other hand, where it appears that such a measure is clearly severable from that general system, it cannot be ruled out that the reference framework to be taken into account may be more limited than that general system, or even that it may equate to the measure itself, where the latter appears as a rule having its own legal logic and it is not possible to identify a consistent body of rules external to that measure.",1
"Next, since outside the spheres in which EU tax law has been harmonised, it is the Member State concerned which defines, by exercising its exclusive competence in the matter of direct taxation, the characteristics constituting the tax, the determination of the reference system or the ‘normal’ tax regime, from which it is necessary to analyse the condition relating to selectivity, must take account of those characteristics (see, to that effect, judgment of 16 March 2021, Commission v Poland, C-562/19 P, EU:C:2021:201, paragraphs 38 and 39).",1
"It must also be borne in mind that, in so far as the determination of the reference framework must be based on an objective examination of the content and structure of the applicable rules under national law, it is not necessary, during that first stage of the examination of selectivity, to take account of the objectives pursued by the legislature when adopting the measure under examination.",1
"In that regard, the Court has held on numerous occasions that the objective pursued by measures of State intervention is not sufficient to exclude those measures outright from classification as ‘aid’ for the purposes of Article 107 TFEU, since that provision does not distinguish between measures of State intervention by reference to their causes or their aims but defines them in relation to their effects (see, to that effect, judgments of 22 December 2008, British Aggregates v Commission, C-487/06 P, EU:C:2008:757, paragraphs 84 and 85, and of 21 December 2016, Commission v Hansestadt Lübeck, C-524/14 P, EU:C:2016:971, paragraph 48).",1
"Lastly, the rules which must make up the reference system should be identified according to objective criteria, in particular to enable judicial review of the assessments on which that identification is based.",1
"It is for the Commission to take into account any factors put forward by the Member State concerned and, more generally, to carry out its examination in a rigorous and sufficiently reasoned manner in order to enable full judicial review.",1
It is in the light of those considerations that the Court must assess the merits of the appellants’ arguments relating to the determination of the reference system as the first stage and necessary premiss for the analysis of selectivity.,1
"As is apparent from paragraphs 41 to 52 above, the  appellants submit, in essence, that the General Court erred in law, first, by substituting the grounds of the decision at issue as regards the definition of the reference system adopted, secondly, by excluding the measure at issue from being regarded on its own as an autonomous reference system and by substituting grounds in that regard and, thirdly, by defining that system in an arbitrary manner.",1
It is appropriate to examine those three complaints in turn.,1
"(1) The existence of an error of law in the determination of the reference system (first complaint in the first part of WDFG’s single ground of appeal and first part of the Kingdom of Spain’s single ground of appeal) 69 WDFG, by the first complaint in the first part of its single ground of appeal, and the Kingdom of Spain, by the first part of its single ground of appeal, submit that the General Court erred in law in determining the reference system by substituting its own reference system for that used by the Commission in the decision at issue.",1
"While the Commission had designated the rules relating to the tax treatment of financial goodwill as constituting the reference system, the General Court, relying on a substantially different analysis, also included in that system the tax treatment of ‘non-financial’ goodwill.",1
WDFG and the Kingdom of Spain refer in particular to paragraphs 92 and 140 of the judgment under appeal.,1
"In that regard, the Court of Justice points out that, in reviewing the legality of acts under Article 263 TFEU, the Court of Justice and the General Court have jurisdiction in actions brought on grounds of lack of competence, infringement of an essential procedural requirement, infringement of the Treaty or of any rule of law relating to its application, or misuse of powers.",1
"Article 264 TFEU provides that if the action is well founded, the act concerned must be declared void.",1
"The Court of Justice and the General Court cannot, therefore, under any circumstances, substitute their own reasoning for that of the author of the contested act (judgments of 27 January 2000, DIR International Film and Others v Commission, C-164/98 P, EU:C:2000:48, paragraph 38, and of 4 June 2020, Hungary v Commission, C-456/18 P, EU:C:2020:421, paragraph 70 and the case-law cited).",1
"Nonetheless, except where there is no material factor to justify that course of action, the General Court may be led, in proceedings for annulment, to interpret the reasoning of the contested measure in a manner which differs from that of its author, and even, in certain circumstances, to reject the latter’s formal statement of reasons (see, to that effect, judgments of 27 January 2000, DIR International Film and Others v Commission, C-164/98 P, EU:C:2000:48, paragraph 42, and of 22 December 2008, British Aggregates v Commission, C-487/06 P, EU:C:2008:757, paragraph 142).",1
"In the present case, as is apparent from paragraphs 70, 92, 123 and 140 of the judgment under appeal, the General Court found that the Commission had used the tax treatment of ‘goodwill’ as the reference system, for the purposes of its assessment of the selectivity of the measure at issue.",1
